folder_id;Trail Type;Distance (km);Elevation gain (m);Est. Time (hrs);Difficulty;Rating (out of 5);Available images;Image file path;Image URL;image_id;Coordinates (Lat, lon);Username;Date;id
Alpenhotel Panorama - Rifugio Alpe di Tires;Out & Back;9,8;588;3,47;Moderate;4,7;382;/Users/just/Documents/ERM/Hiking trail images/Alpenhotel Panorama - Rifugio Alpe di Tires/Image 7.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzk2NDU2MTcvYzI0NmFkNGRhODBiZWI4MzAwY2U1NjYzNDBkMTdiMTcuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;7;46.50212, 11.63692;Bryan Hermannsson;24/07/2024;Alpenhotel Panorama - Rifugio Alpe di Tires 7
Alpenhotel Panorama - Rifugio Alpe di Tires;Out & Back;9,8;588;3,47;Moderate;4,7;382;/Users/just/Documents/ERM/Hiking trail images/Alpenhotel Panorama - Rifugio Alpe di Tires/Image 8.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNTk2MDA4MjYvZGMwMjdhMmM5Y2Q4OWQ1OTgzMjkxNjczOGY1NGZjNmEuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;8;46.50132, 11.63763;Marianne Dunklin;14/07/2022;Alpenhotel Panorama - Rifugio Alpe di Tires 8
Alpenhotel Panorama - Rifugio Alpe di Tires;Out & Back;9,8;588;3,47;Moderate;4,7;382;/Users/just/Documents/ERM/Hiking trail images/Alpenhotel Panorama - Rifugio Alpe di Tires/Image 9.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODAzODc1OTkvNjI4NGMzMGViYTVhOTExMTliMzdlZDlmODI4OGM1ZmIuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;9;46.50073, 11.63757;Martina Germano;03/08/2024;Alpenhotel Panorama - Rifugio Alpe di Tires 9
Alpenhotel Panorama - Rifugio Alpe di Tires;Out & Back;9,8;588;3,47;Moderate;4,7;382;/Users/just/Documents/ERM/Hiking trail images/Alpenhotel Panorama - Rifugio Alpe di Tires/Image 10.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODU3OTk5ODUvNjI5NmYyYzY0OWRhM2EzOTk1NjcyOWQ4ZmQ3YzI2ZjguanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;10;46.49778, 11.63446;angela strides;11/10/2024;Alpenhotel Panorama - Rifugio Alpe di Tires 10
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 1.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvOTE3OTk5ODAvNzA5MDJjNTc3MmNiY2MzMTU1OTBjOTMwYzM5YjJmZDguanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;1;46.52794, 11.53027;Internal Photos;03/02/2025;St. Konstantin - Völser Weiher - Huber-Weiher 1
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 2.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNjIxNTk5ODMvMTYwMGFlMTljMWE5OTcyOWM3Zjc1YzA4MDJiZDc5MjMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;2;46.52759, 11.52990;Lynne Mitchell;08/07/2023;St. Konstantin - Völser Weiher - Huber-Weiher 2
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 3.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvMjI2NDM0NjMvYjllOTc1ZDNlNWNkZTM0NGNhZmE4YjY4ZDRjNjQyMWEuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;3;46.52559, 11.52692;Finn McFadden;13/05/2019;St. Konstantin - Völser Weiher - Huber-Weiher 3
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 4.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNjcyNTM1MTcvZDgyZGFlNWJlYTA5YTI0Y2FjZmIxMzY2Y2ZjM2Y5MmMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;4;46.52408, 11.52441;Ofer Kristal;22/10/2023;St. Konstantin - Völser Weiher - Huber-Weiher 4
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 5.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNDY2NTEyMjYvNDQ3MzQwZWNhOWVmNzYwOWU0OTEyOGNhNWRmY2ZjNTkuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;5;46.52394, 11.52312;Astrid B;27/04/2022;St. Konstantin - Völser Weiher - Huber-Weiher 5
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 6.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNjUwMDI0NDUvNWJhYmMzN2VjMDJmYTVhMWE2MjAyZjUzZDlmMzc0ZTYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;6;46.52271, 11.52223;Isabella Marchiori;18/08/2023;St. Konstantin - Völser Weiher - Huber-Weiher 6
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 7.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODE0NTc4MTQvMjk4ZGQ4NzFmNGZkMjQ3OWFiYzdlZDU5MTVhZDI1MjkuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;7;46.52140, 11.52627;Daniele G. Sfregola;16/08/2024;St. Konstantin - Völser Weiher - Huber-Weiher 7
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 8.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzk4MjYwMTYvMjIxNTE1MDY4MmQyNWU2ZmRmOTYzYjM0Y2E4MDJlM2MuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;8;46.52130, 11.52718;Ties van Weert;27/07/2024;St. Konstantin - Völser Weiher - Huber-Weiher 8
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 9.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNDc4Nzg0MTMvZTk5ODE2YTU1NjI5MzUxNWQwOTU2MjUxZTA0MjVkNzEuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;9;46.52149, 11.52766;Riccardo Bellinello;02/06/2022;St. Konstantin - Völser Weiher - Huber-Weiher 9
St. Konstantin - Völser Weiher - Huber-Weiher;Loop;4,8;216;1,36;Moderate;4,5;86;/Users/just/Documents/ERM/Hiking trail images/St. Konstantin - Völser Weiher - Huber-Weiher/Image 10.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzc4NjU2NTAvNDllNGY2ZGI1MTY3NDkyOWFhZTgyYTkxOWJhMjEwNTguanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;10;46.52238, 11.52675;Elise Mitchell;01/07/2024;St. Konstantin - Völser Weiher - Huber-Weiher 10
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 1.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvOTMwMDkxODQvMjEwMDRjNmVmYjQzNzEyZjFlYjRhOGUwMWY2NzUyODYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;1;46.61331, 11.93128;Adam Golec;19/02/2025;La Crusc - Sura Valgiarei - Pedraces 1
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 2.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNjEwOTY1MDEvYTA4YTJlYTdhYWM4OWZhMTU5NzFlN2E5ZThiNTBjY2QuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;2;46.61416, 11.93739;Eva Coldibelli;15/06/2023;La Crusc - Sura Valgiarei - Pedraces 2
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 3.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODM1NDAzOTAvZTljMWZiNWFmNWY5NGY3ZmE5OThkMDQ2MDQ2ZTU5YTMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;3;46.61423, 11.93848;Emi Lee;10/09/2024;La Crusc - Sura Valgiarei - Pedraces 3
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 4.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzkwMzI5ODEvOGI4YmE0NDhhMzc3NjQ2MzJjZTQ2N2VhMWI3Nzc3NWYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;4;46.61942, 11.93699;Birgit Hertwig;16/07/2024;La Crusc - Sura Valgiarei - Pedraces 4
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 5.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODE4ODYyNzAvNzRlOGI0OGUyMmVkMGEwNjgxNDI2YjhlMWE1NmFjNmYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;5;46.62590, 11.93188;Krzysztof Oslówski;21/08/2024;La Crusc - Sura Valgiarei - Pedraces 5
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 6.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODEyMjE2NTMvZWI3ZGJlYjYxZGZlOTBiOWY1NTY2NjMzYWFkOWY5ZWMuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;6;46.63596, 11.92230;maria nebuloni;13/08/2024;La Crusc - Sura Valgiarei - Pedraces 6
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 7.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzgxNzkxNzAvNWJiYWFjY2I4YjkxZjQ3YzE0NTJjNDQyMTZjMTYwNjYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;7;46.63026, 11.92210;Coco Leeds;04/07/2024;La Crusc - Sura Valgiarei - Pedraces 7
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 8.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODQxMjQxNzAvMzlmZjAxOWM4YjA3ZWQ0NTU1NTA2MmE1ODZkMmJmMmEuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;8;46.62614, 11.92473;Howard Heller;18/09/2024;La Crusc - Sura Valgiarei - Pedraces 8
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 9.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvODEwNzE2NTkvMGQ0MDBhMjg2ZWFmOGU0NWIxOGJhNmEzYTk0Mzc5NjkuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;9;46.62422, 11.92107;Johan Peeters;11/08/2024;La Crusc - Sura Valgiarei - Pedraces 9
La Crusc - Sura Valgiarei - Pedraces;Point-to-point;10,3;298;3,43;Moderate;4,6;242;/Users/just/Documents/ERM/Hiking trail images/La Crusc - Sura Valgiarei - Pedraces/Image 10.webp;https://images.alltrails.com/eyJidWNrZXQiOiJhc3NldHMuYWxsdHJhaWxzLmNvbSIsImtleSI6InVwbG9hZHMvcGhvdG8vaW1hZ2UvNzY1NzMyOTEvNzNiNTkzNzUwNWEwMDhiOWFlNmE3MTU4OWUxNjVhZDguanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJ3ZWJwIiwicmVzaXplIjp7IndpZHRoIjoyMDQ4LCJoZWlnaHQiOjIwNDgsImZpdCI6Imluc2lkZSJ9LCJyb3RhdGUiOm51bGwsImpwZWciOnsidHJlbGxpc1F1YW50aXNhdGlvbiI6dHJ1ZSwib3ZlcnNob290RGVyaW5naW5nIjp0cnVlLCJvcHRpbWlzZVNjYW5zIjp0cnVlLCJxdWFudGlzYXRpb25UYWJsZSI6M319fQ==;10;46.62344, 11.91920;Brian Wallace;14/06/2024;La Crusc - Sura Valgiarei - Pedraces 10
